1079	16.5	6.1	1.2	NC_004353.4	119579	119823	257	+	1360	DNA/P	3150	3406	(3)	114933	1

###1158	12.0	4.0	1.0	NC_004353.4	124019	124220	208	+	HB	DNA/TC1MARINER	28	235	(1418)	114935	1	0.126

###6016	10.7	8.4	1.2	NC_004353.4	124209	125257	1123	+	FBTE0000414	DNA/DNA	272	1394	(243)	114936	1	0.686

###9206	3.8	0.4	0.1	NC_004353.4	125492	126596	1108	C	TC1	DNA/TC1MARINER	(0)	1666	559	114938	1	0.665

###548/1213	17.689	2.509	9.148	NC_004353.4	127984	128824	452	C	INE-1	DNA/RC	(10)	601	10	114943/114943	2	0.740
548	13.4	1.0	2.0	NC_004353.4	127984	128082	98	C	INE-1	DNA/RC	(10)	601	504	114943	1
1213	18.8	2.9	11.0	NC_004353.4	128443	128824	354	C	INE-1	DNA/RC	(248)	363	10	114943	1

###756/1248	8.735	0.000	1.078	NC_004353.4	128136	128439	288	C	S2	DNA/TC1MARINER	(166)	1569	400	114945/114946	2	0.166
756	5.3	0.0	0.0	NC_004353.4	128136	128230	95	C	S2	DNA/TC1MARINER	(166)	1569	1475	114945	1
1248	10.4	0.0	1.6	NC_004353.4	128244	128439	193	C	S2	DNA/TC1MARINER	(1143)	592	400	114946	1

###562	17.6	5.8	17.2	NC_004353.4	131082	131337	320	C	INE-1	DNA/RC	(261)	350	31	114949	1	0.524

###381	18.2	0.0	10.1	NC_004353.4	135588	135685	89	C	NF_3_LTR_1	LTR/LTR	(2716)	2290	2202	114952	1	No_ref_available

###1168/702/958	14.256	9.019	4.356	NC_004353.4	138971	139934	628	+	1360	DNA/P	1	3397	(12)	114958/114959/114962	3	0.184
1168	11.3	9.1	3.9	NC_004353.4	138971	139190	231	+	1360	DNA/P	1	231	(3178)	114958	1
702	18.5	0.0	8.9	NC_004353.4	139207	139378	158	+	1360	DNA/P	338	495	(2914)	114959	1
958	13.9	15.9	1.3	NC_004353.4	139703	139934	239	+	1360	DNA/P	3159	3397	(12)	114962	1

###1240	14.0	6.4	6.0	NC_004353.4	139426	139691	267	+	INE-1	DNA/RC	10	276	(335)	114961	1	0.437

###1249	12.5	3.9	11.4	NC_004353.4	143410	143690	262	+	INE-1	DNA/RC	11	272	(339)	114964	1	0.429

###10440/9062	8.395	5.877	0.714	NC_004353.4	143750	147932	3177	+	I-ELEMENT	LINE/I	2035	5365	(6)	114965/114965	2	0.592
10440	8.3	6.4	0.0	NC_004353.4	143750	145333	1686	+	I-ELEMENT	LINE/I	2035	3720	(1651)	114965	1
9062	8.5	5.3	1.5	NC_004353.4	146495	147932	1491	+	I-ELEMENT	LINE/I	3875	5365	(6)	114965	1

###749	15.5	0.0	5.2	NC_004353.4	145896	146058	155	C	GYPSY8	LTR/GYPSY	(4425)	530	376	114966	1	No_ref_available

###1907	9.0	14.8	1.8	NC_004353.4	146123	146474	397	C	GYPSY-26_DYA-I	LTR/GYPSY	(0)	420	24	114967	1	No_ref_available

###1455/1455	14.000	9.200	12.900	NC_004353.4	149132	149603	416	C	INE-1	DNA/RC	(192)	419	4	114969/114969	2	0.681
1455	14.0	9.2	12.9	NC_004353.4	149132	149158	34	C	INE-1	DNA/RC	(192)	419	386	114969	1
1455	14.0	9.2	12.9	NC_004353.4	149308	149603	382	C	INE-1	DNA/RC	(192)	385	4	114969	1

###511	19.6	0.0	8.0	NC_004353.4	149513	149634	113	+	NF_3_LTR_1	LTR/LTR	2175	2287	(2719)	114971	1	No_ref_available

###713	15.6	6.5	14.3	NC_004353.4	149649	149910	244	C	DNAREP1_DSIM	DNA/RC	(5)	302	59	114972	1	0.795

###874	13.6	8.1	12.4	NC_004353.4	165264	165662	575	C	INE-1	DNA/RC	(7)	604	30	114981	1	0.941

###1456/486	16.773	6.231	7.800	NC_004353.4	180265	180936	542	+	INE-1	DNA/RC	10	598	(13)	114986/114986	2	0.887
1456	16.3	7.8	7.8	NC_004353.4	180265	180677	413	+	INE-1	DNA/RC	10	422	(189)	114986	1
486	18.2	1.5	7.8	NC_004353.4	180800	180936	129	+	INE-1	DNA/RC	470	598	(13)	114986	1

###469	16.5	1.8	2.7	NC_004353.4	180784	180895	111	C	NF_6_LINE_2	LINE/LINE	(2454)	992	882	114988	1	0.032

###1555/4600	5.738	12.564	0.127	NC_004353.4	182605	183727	1039	C	1360	DNA/P	(0)	3409	1	114992/114993	2	0.305
1555	6.5	34.1	0.0	NC_004353.4	182605	182941	452	C	1360	DNA/P	(0)	3409	2958	114992	1
4600	5.3	0.2	0.2	NC_004353.4	183141	183727	587	C	1360	DNA/P	(2822)	587	1	114993	1

###747/747	16.300	2.000	17.400	NC_004353.4	184962	185404	571	C	DNAREP1_DSIM	DNA/RC	(10)	601	31	114996/114996	2	1.860
747	16.3	2.0	17.4	NC_004353.4	184962	185003	93	C	DNAREP1_DSIM	DNA/RC	(10)	601	509	114996	1
747	16.3	2.0	17.4	NC_004353.4	185194	185404	478	C	DNAREP1_DSIM	DNA/RC	(10)	508	31	114996	1

###358	18.4	3.9	4.9	NC_004353.4	185395	185497	102	+	NF_3_LTR_1	LTR/LTR	2199	2300	(2706)	114998	1	No_ref_available

###1189	16.9	4.8	15.4	NC_004353.4	187215	187614	363	+	INE-1	DNA/RC	6	368	(243)	114999	1	0.594

###464	18.2	6.6	8.7	NC_004353.4	190883	191095	404	+	DNAREP1_DSIM	DNA/RC	4	407	(204)	115000	1	1.316

###482	18.2	0.0	2.7	NC_004353.4	191592	191704	110	C	NF_6_LINE_2	LINE/LINE	(2456)	990	881	115003	1	0.032

###669	13.4	0.7	7.0	NC_004353.4	191608	191743	128	+	INE-1	DNA/RC	471	598	(13)	115004	1	0.209

###652	19.6	13.8	5.1	NC_004353.4	192630	193017	510	C	INE-1	DNA/RC	(3)	608	99	115007	1	0.835

###422	18.5	0.9	9.1	NC_004353.4	195876	195982	99	C	NF_3_LTR_1	LTR/LTR	(2710)	2296	2198	115010	1	No_ref_available

###1225	13.3	2.6	4.5	NC_004353.4	195916	196143	224	+	INE-1	DNA/RC	11	234	(377)	115011	1	0.367

###906	13.0	2.5	15.1	NC_004353.4	196133	196421	533	+	DNAREP1_DSIM	DNA/RC	69	601	(10)	115012	1	1.736

###949	11.0	7.7	4.8	NC_004353.4	201844	202025	187	C	INE-1	DNA/RC	(415)	196	10	115013	1	0.306

###1749/1453	10.130	5.823	0.749	NC_004353.4	202037	202879	545	C	1360	DNA/P	(0)	3409	258	115014/115015	2	0.160
1749	9.1	9.1	0.0	NC_004353.4	202037	202312	301	C	1360	DNA/P	(0)	3409	3109	115014	1
1453	11.3	2.1	1.6	NC_004353.4	202637	202879	244	C	1360	DNA/P	(2908)	501	258	115015	1

###451/5464/1326	6.274	6.761	0.707	NC_004353.4	206492	209513	1079	C	CR1A	LINE/CR1	(1)	4469	1348	115018/115018/115018	3	0.241
451	6.9	27.6	0.0	NC_004353.4	206492	206578	111	C	CR1A	LINE/CR1	(1)	4469	4359	115018	1
5464	5.5	5.1	0.1	NC_004353.4	206841	207566	762	C	CR1A	LINE/CR1	(2070)	2400	1639	115018	1
1326	9.5	2.9	3.9	NC_004353.4	209306	209513	206	C	CR1A	LINE/CR1	(2917)	1553	1348	115018	1

###1197	6.9	0.0	0.0	NC_004353.4	206604	206763	160	C	G4	LINE/JOCKEY	(2043)	1813	1654	115019	1	0.041

###401/1582/647	6.524	0.448	0.000	NC_004353.4	207567	209304	343	C	1360	DNA/P	(0)	3409	489	115021/115021/115025	3	0.101
401	4.1	0.0	0.0	NC_004353.4	207567	207615	49	C	1360	DNA/P	(0)	3409	3361	115021	1
1582	7.1	0.5	0.0	NC_004353.4	208720	208926	208	C	1360	DNA/P	(42)	3367	3160	115021	1
647	6.5	1.1	0.0	NC_004353.4	209213	209304	93	C	1360	DNA/P	(2828)	581	489	115025	1

###4328/3041	4.857	4.229	0.229	NC_004353.4	207616	208719	1005	+	1360	DNA/P	1	3409	(0)	115022/115023	2	0.295
4328	4.9	0.5	0.4	NC_004353.4	207616	208167	553	+	1360	DNA/P	1	553	(2856)	115022	1
3041	4.8	9.2	0.0	NC_004353.4	208306	208719	452	+	1360	DNA/P	2958	3409	(0)	115023	1

###3304	5.1	0.0	2.7	NC_004353.4	209522	209946	414	C	CON5_CR1A_2	LINE/CR1	(2073)	1162	749	115026	1	0.128

###384	14.0	0.0	17.3	NC_004353.4	213297	213391	81	C	NF_3_LTR_1	LTR/LTR	(2719)	2287	2207	115028	1	No_ref_available

###1497/805	13.422	3.735	9.894	NC_004353.4	213915	214460	365	C	INE-1	DNA/RC	(246)	365	1	115030/115031	2	0.597
1497	12.1	0.6	12.5	NC_004353.4	213915	214227	280	C	INE-1	DNA/RC	(246)	365	86	115030	1
805	15.6	8.9	5.6	NC_004353.4	214271	214460	196	C	INE-1	DNA/RC	(415)	196	1	115031	1

###300	19.9	0.0	23.5	NC_004353.4	216449	216553	85	+	GYPSY12	LTR/GYPSY	2221	2305	(7913)	115033	1	No_ref_available

###1954	19.5	6.9	1.9	NC_004353.4	219149	219597	471	C	F-ELEMENT	LINE/JOCKEY	(251)	4457	3987	115037	1	0.100

###2677	5.9	2.1	2.1	NC_004353.4	221423	221803	381	+	TC1-2_1	DNA/DNA	1	381	(1169)	115039	1	0.246

###5488	4.2	1.1	0.6	NC_004353.4	221806	222508	707	+	TC1-2	DNA/TC1MARINER	938	1644	(0)	115040	1	0.430

###2981	14.3	8.2	4.2	NC_004353.4	226318	226986	695	C	S-ELEMENT	DNA/TC1MARINER	(1041)	695	1	115045	1	0.400

###335/474	14.739	4.080	6.008	NC_004353.4	228436	228808	165	C	INE-1	DNA/RC	(26)	585	31	115050/115051	2	0.270
335	13.4	0.0	6.9	NC_004353.4	228436	228497	55	C	INE-1	DNA/RC	(26)	585	531	115050	1
474	15.5	6.4	5.5	NC_004353.4	228700	228808	110	C	INE-1	DNA/RC	(471)	140	31	115051	1

###897	15.1	2.7	11.0	NC_004353.4	233430	233839	601	+	INE-1	DNA/RC	10	610	(1)	115056	1	0.984

###401	17.0	1.5	15.5	NC_004353.4	234509	234640	116	C	DNAREP1_DSIM	DNA/RC	(164)	143	28	115057	1	0.378

###393	15.9	11.6	0.9	NC_004353.4	234721	234815	105	C	INE-1	DNA/RC	(495)	116	12	115058	1	0.172

###1244	17.4	3.8	13.8	NC_004353.4	235253	235931	601	+	INE-1	DNA/RC	1	601	(10)	115060	1	0.984

###5606/2525	4.917	0.621	0.069	NC_004353.4	247471	248719	1019	C	CR1A	LINE/CR1	(2127)	2343	955	115067/115067	2	0.228
5606	4.7	0.9	0.1	NC_004353.4	247471	248170	705	C	CR1A	LINE/CR1	(2127)	2343	1639	115067	1
2525	5.4	0.0	0.0	NC_004353.4	248406	248719	314	C	CR1A	LINE/CR1	(3202)	1268	955	115067	1

###1650	6.4	0.5	1.4	NC_004353.4	248171	248392	220	C	1360	DNA/P	(0)	3409	3190	115068	1	0.065

###1301	4.1	0.0	1.8	NC_004353.4	248722	248894	170	C	CON5_CR1A	LINE/CR1	(2861)	170	1	115069	1	0.056

###606	15.8	17.5	1.1	NC_004353.4	249134	249293	186	+	GYPSY-26_DYA-I	LTR/GYPSY	19	204	(216)	115070	1	No_ref_available

###438	17.1	15.0	0.3	NC_004353.4	249309	249443	121	C	DNAREP1_DSIM	DNA/RC	(157)	150	30	115071	1	0.394

###658	14.9	24.9	0.5	NC_004353.4	250551	250719	210	C	INE-1	DNA/RC	(373)	238	29	115074	1	0.344

###368	18.3	0.0	10.8	NC_004353.4	253802	253893	83	C	NF_3_LTR_1	LTR/LTR	(2722)	2284	2202	115076	1	No_ref_available

###830/749	15.877	2.696	11.050	NC_004353.4	253830	254310	592	+	INE-1	DNA/RC	10	601	(10)	115077/115078	2	0.969
830	16.9	4.2	7.5	NC_004353.4	253830	254021	186	+	INE-1	DNA/RC	10	195	(416)	115077	1
749	15.2	1.7	13.4	NC_004353.4	254021	254310	527	+	INE-1	DNA/RC	75	601	(10)	115078	1

###1152	15.7	4.7	7.4	NC_004353.4	265803	266116	390	C	INE-1	DNA/RC	(192)	419	30	115090	1	0.638

###625/2099	13.151	15.362	3.618	NC_004353.4	266526	267122	673	+	CR1A	LINE/CR1	3263	4470	(0)	115091/115091	2	0.151
625	14.2	38.3	1.1	NC_004353.4	266526	266706	249	+	CR1A	LINE/CR1	3263	3511	(959)	115091	1
2099	12.7	5.5	4.7	NC_004353.4	266702	267122	424	+	CR1A	LINE/CR1	4047	4470	(0)	115091	1

###512	19.7	4.2	8.1	NC_004353.4	267127	267292	160	C	INE-1	DNA/RC	(437)	174	15	115092	1	0.262

###607	17.0	10.9	4.0	NC_004353.4	269971	270135	176	C	INE-1	DNA/RC	(426)	185	10	115093	1	0.288

###14548/9607/7136	2.663	5.341	0.244	NC_004353.4	282778	289529	7174	C	ROOA	LTR/BELPAO	(0)	7621	1	115104/115104/115104	3	No_ref_available
14548	2.9	7.0	0.2	NC_004353.4	282778	287533	5160	C	ROOA	LTR/BELPAO	(0)	7621	2462	115104	1
9607	2.1	1.8	0.6	NC_004353.4	287535	288691	1171	C	ROOA	LTR/BELPAO	(5266)	2355	1185	115104	1
7136	2.1	0.8	0.0	NC_004353.4	288694	289529	843	C	ROOA	LTR/BELPAO	(6778)	843	1	115104	1

###1387/2570	5.688	0.000	0.000	NC_004353.4	290131	290791	492	C	CR1A	LINE/CR1	(354)	4116	2657	115105/115105	2	0.110
1387	6.2	0.0	0.0	NC_004353.4	290131	290307	177	C	CR1A	LINE/CR1	(354)	4116	3940	115105	1
2570	5.4	0.0	0.0	NC_004353.4	290477	290791	315	C	CR1A	LINE/CR1	(1499)	2971	2657	115105	1

###1268	6.0	0.6	0.0	NC_004353.4	290308	290475	169	C	CON5_CR1A_2	LINE/CR1	(43)	3192	3024	115106	1	0.052

###608	17.0	11.2	9.9	NC_004353.4	291878	292301	578	+	DNAREP1_DSIM	DNA/RC	24	601	(10)	115112	1	1.883

###2688/4422	5.233	5.923	0.413	NC_004353.4	294645	295728	1029	C	1360	DNA/P	(0)	3409	1	115115/115116	2	0.302
2688	6.0	13.0	0.0	NC_004353.4	294645	295044	452	C	1360	DNA/P	(0)	3409	2958	115115	1
4422	4.7	1.0	0.7	NC_004353.4	295154	295728	577	C	1360	DNA/P	(2832)	577	1	115116	1

###677/3935/4744/3598	4.598	4.020	0.120	NC_004353.4	297092	299241	1752	+	TRANSIB3	DNA/TRANSIB	13	2883	(0)	115118/115119/115121/115122	4	0.608
677	9.9	3.6	0.0	NC_004353.4	297092	297202	115	+	TRANSIB3	DNA/TRANSIB	13	127	(2756)	115118	1
3935	4.2	7.1	0.0	NC_004353.4	297192	297714	560	+	TRANSIB3	DNA/TRANSIB	163	722	(2161)	115119	1
4744	4.2	2.2	0.2	NC_004353.4	298163	298752	602	+	TRANSIB3	DNA/TRANSIB	705	1306	(1577)	115121	1
3598	4.2	2.7	0.2	NC_004353.4	298761	299241	493	+	TRANSIB3	DNA/TRANSIB	2391	2883	(0)	115122	1

###3547	2.1	0.7	0.0	NC_004353.4	297738	298162	428	C	TC1	DNA/TC1MARINER	(1238)	428	1	115120	1	0.257

###1429	7.3	24.1	2.8	NC_004353.4	300568	300995	518	+	NF_10_LTR_1	LTR/LTR	14	531	(7)	115124	1	No_ref_available

###4374/2836	5.812	4.433	0.407	NC_004353.4	302674	303771	1029	+	1360	DNA/P	1	3409	(0)	115125/115126	2	0.302
4374	5.1	1.0	0.7	NC_004353.4	302674	303248	577	+	1360	DNA/P	1	577	(2832)	115125	1
2836	6.8	9.2	0.0	NC_004353.4	303358	303771	452	+	1360	DNA/P	2958	3409	(0)	115126	1

###407	17.4	0.0	9.7	NC_004353.4	304510	304611	93	+	NF_3_LTR_1	LTR/LTR	2198	2290	(2716)	115130	1	No_ref_available

###4336/3011	5.242	4.419	0.816	NC_004353.4	306634	307736	1029	+	1360	DNA/P	1	3409	(0)	115132/115133	2	0.302
4336	5.2	1.0	1.4	NC_004353.4	306634	307212	577	+	1360	DNA/P	1	577	(2832)	115132	1
3011	5.3	9.2	0.0	NC_004353.4	307323	307736	452	+	1360	DNA/P	2958	3409	(0)	115133	1

###408	13.5	10.2	1.9	NC_004353.4	317480	317577	106	C	DNAREP1_DSIM	DNA/RC	(199)	108	3	115140	1	0.345

###1959/2830	7.883	9.530	3.473	NC_004353.4	318219	319293	855	C	1360	DNA/P	(0)	3409	34	115131/115142	2	0.251
1959	8.2	3.0	1.0	NC_004353.4	318219	318513	301	C	1360	DNA/P	(0)	3409	3109	115131	1
2830	7.7	13.3	4.9	NC_004353.4	318783	319293	554	C	1360	DNA/P	(2822)	587	34	115142	1

###13545/3850/49525	0.267	0.386	0.275	NC_004353.4	320044	328162	7672	+	STALKER2	LTR/GYPSY	1	7672	(0)	115144/115144/115144	3	No_ref_available
13545	0.3	0.9	0.6	NC_004353.4	320044	321610	1572	+	STALKER2	LTR/GYPSY	1	1572	(6100)	115144	1
3850	0.9	0.7	0.0	NC_004353.4	321836	322293	461	+	STALKER2	LTR/GYPSY	1556	2016	(5656)	115144	1
49525	0.2	0.2	0.2	NC_004353.4	322493	328162	5675	+	STALKER2	LTR/GYPSY	1998	7672	(0)	115144	1

###807/983	14.818	0.821	7.566	NC_004353.4	332341	332772	356	C	INE-1	DNA/RC	(4)	607	57	115149/115151	2	0.583
807	10.6	0.7	6.3	NC_004353.4	332341	332491	143	C	INE-1	DNA/RC	(4)	607	465	115149	1
983	17.6	0.9	8.4	NC_004353.4	332544	332772	213	C	INE-1	DNA/RC	(342)	269	57	115151	1

###226	17.4	24.6	0.0	NC_004353.4	332756	332824	86	+	NF_3_LTR_1	LTR/LTR	2202	2287	(2719)	115152	1	No_ref_available

###724	17.7	0.6	7.6	NC_004353.4	333282	333464	171	C	INE-1	DNA/RC	(315)	296	126	115153	1	0.280

###340	17.5	11.0	2.2	NC_004353.4	339043	339124	89	C	INE-1	DNA/RC	(440)	171	83	115155	1	0.146

###318	19.3	1.9	9.4	NC_004353.4	343579	343681	96	C	NF_3_LTR_1	LTR/LTR	(2716)	2290	2195	115164	1	No_ref_available

###428	14.3	11.9	0.0	NC_004353.4	343610	343693	94	+	INE-1	DNA/RC	9	102	(509)	115165	1	0.154

###7091/9607/2423/1769/228	2.186	1.565	0.275	NC_004353.4	344055	346564	2552	+	ROOA	LTR/BELPAO	22	7226	(395)	115166/115166/115166/115166/115166	5	No_ref_available
7091	1.8	0.2	0.0	NC_004353.4	344055	344874	822	+	ROOA	LTR/BELPAO	22	843	(6778)	115166	1
9607	2.1	1.8	0.6	NC_004353.4	344877	346033	1171	+	ROOA	LTR/BELPAO	1185	2355	(5266)	115166	1
2423	2.3	5.6	0.0	NC_004353.4	346035	346337	320	+	ROOA	LTR/BELPAO	2462	2781	(4840)	115166	1
1769	3.8	0.0	0.0	NC_004353.4	346341	346552	212	+	ROOA	LTR/BELPAO	3147	3358	(4263)	115166	1
228	3.7	0.0	0.0	NC_004353.4	346538	346564	27	+	ROOA	LTR/BELPAO	7200	7226	(395)	115166	1

###6052	1.7	0.3	0.0	NC_004353.4	346641	347345	707	C	TC1-2	DNA/TC1MARINER	(0)	1644	938	115167	1	0.430

###2813	4.3	2.1	2.1	NC_004353.4	347348	347728	381	C	TC1-2_1	DNA/DNA	(1169)	381	1	115168	1	0.246

###326	18.3	0.0	4.9	NC_004353.4	350226	350311	82	+	DNAREP1_DSIM	DNA/RC	215	296	(11)	115171	1	0.267

###662	7.3	11.5	0.0	NC_004353.4	353511	353606	107	C	BS3	LINE/JOCKEY	(11)	1779	1673	115174	1	0.060

###817	19.5	17.1	3.8	NC_004353.4	356642	356945	343	+	INE-1	DNA/RC	1	343	(268)	115177	1	0.561

###231/771	15.782	12.823	1.739	NC_004353.4	357477	357759	294	C	INE-1	DNA/RC	(47)	564	10	115179/115179	2	0.481
231	19.7	10.1	3.2	NC_004353.4	357477	357565	95	C	INE-1	DNA/RC	(47)	564	470	115179	1
771	13.8	14.2	1.0	NC_004353.4	357584	357759	199	C	INE-1	DNA/RC	(403)	208	10	115179	1

###408	17.1	0.9	9.9	NC_004353.4	357692	357801	101	+	NF_3_LTR_1	LTR/LTR	2198	2298	(2708)	115180	1	No_ref_available

###1710	18.5	8.5	10.5	NC_004353.4	361423	362031	598	C	INE-1	DNA/RC	(3)	608	11	115182	1	0.979

###398	17.4	0.0	10.3	NC_004353.4	361965	362060	87	+	NF_3_LTR_1	LTR/LTR	2198	2284	(2722)	115183	1	No_ref_available

###598	17.2	6.5	9.8	NC_004353.4	366871	367070	194	+	INE-1	DNA/RC	123	316	(295)	115184	1	0.318

